,R,lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利
0,1.6,19.0,15868.500054304915,36517.20500000016,0.4345485930345667,92.30990985324958,1265.0,0.4125786163522013,0.6081081081081081,1608.1108262195112,-972.3211406138478,14.12914691943128,1205.0,0.4215767634854772,1180.0,0.4033898305084746,-1.1616176719012388,1.2767295597484276,0.0,1.0,2.0,6.0,2.150524109014675,0.0,1.0,3.0,68.0,9225.657570230658,1943.0539999999964,7723.117999999988,15010.442000000185,36517.20500000016,0.06590049420519135,0.02324940861811788,0.05475840085831621,0.09176311112565015,0.3535140875632953,243.01509433962264,18.0,84.0,340.0,1265.0,92.30990985324944,-995.8199999999978,-379.0999999999989,1084.4899999999886,-2060.54,17700.160000000007
