R,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利
1.1,3792.009142,37649.982,0.100717422,438.5586685,3227,0.494382022,0.433333333,5003.393727,-4024.835611,0.71067341,89,0.550561798,89,0.438202247,-1.215504849,1.247191011,0,1,2,5,45.42696629,10,22,50,567,12277.35346,3482.59275,11783.504,22670.98075,37649.982,0.03729537,0.010177786,0.034624821,0.062555919,0.118087519,816.0730337,100,382.5,1211,3227,438.5586685,-3495.15,-169.495,4474.36975,-14959.39,23686.691
1.2,2816.052362,42070.005,0.066937296,322.088427,4647,0.471910112,0.482758621,5373.559964,-4191.992521,0.718611223,89,0.539325843,89,0.404494382,-1.145494565,1.382022472,0.25,1,2,5,51.85393258,10.25,26,59.25,805,15899.85001,6866.8285,15148.565,24865.34375,42070.005,0.049768824,0.019332584,0.04508047,0.078469886,0.139147746,1552.393258,270,1083.5,2759,4647,322.088427,-3872.849,-667.83,4367.7285,-14959.39,26179.191
1.3,3054.400407,50507.719,0.060473933,349.349691,4643,0.460674157,0.488095238,5758.018634,-4270.555031,0.718611223,89,0.539325843,89,0.382022472,-1.151678774,1.528089888,1,1,2,5,58.2752809,14,28.5,61,805,17949.42798,7265.9455,18667.745,28690.148,50507.719,0.056661955,0.019502027,0.051698947,0.094100248,0.166880031,1454.02809,189,708.5,2782.25,4643,349.349691,-3952.7325,-714.55,4509.36675,-14959.39,28665.164
1.4,1683.450534,49172.95,0.034235297,192.5461124,5006,0.443820225,0.475609756,5952.546861,-4403.818121,0.718611223,89,0.528089888,89,0.359550562,-1.078612243,1.612359551,1,1,2,6,61.71348315,14,31.5,64,805,18045.71926,7536.28875,18237.0315,27757.18575,49172.95,0.058480134,0.024520617,0.057018695,0.091606884,0.162285211,1738.320225,202,1173,3024.5,5006,192.5461124,-4110.90825,-1320.2585,4347.295,-14959.39,30720.355
1.5,1936.336985,51161.077,0.037847854,221.4702191,5005,0.43258427,0.457831325,6297.292377,-4410.592218,0.718611223,89,0.505617978,89,0.359550562,-1.088494658,1.691011236,1,2,2.75,6,64.48876404,15,33.5,69.5,805,17268.63083,7204.13475,17463.017,26438.5685,51161.077,0.055864487,0.020997452,0.054435548,0.087159741,0.168662166,1724.331461,165.75,1172,3023.5,5005,221.4702191,-4378.8065,-1433.24,4395.8325,-14959.39,33212.855
1.6,2964.524204,52284.125,0.056700274,339.0700225,5005,0.421348315,0.463414634,6829.184653,-4386.741602,0.718611223,89,0.505617978,89,0.337078652,-1.133576518,1.758426966,1,2,3,6,67.37640449,15,35,77.75,805,17769.28669,5899.88,17580.6435,28616.022,52284.125,0.05724983,0.017076184,0.05511615,0.094231134,0.172169018,1711.58427,148,1172,3029.5,5005,339.0700225,-4378.8065,-1589.1945,4658.245,-14959.39,35679.247
1.7,3308.727505,40210.165,0.082285847,378.438573,4839,0.41011236,0.451219512,7228.479589,-4383.970895,0.718611223,89,0.494382022,89,0.325842697,-1.146338445,1.893258427,1,2,3,6,71.74719101,15,38.5,86.75,805,15448.90518,7682.48325,16057.12,23531.87575,40210.165,0.048337884,0.022863502,0.047665179,0.075489085,0.132268585,1556.853933,158.25,772,2851.5,4839,378.438573,-4456.48875,-1841.2475,4705.9025,-14959.39,38171.747
1.8,4875.578492,50567.349,0.096417522,557.6485112,3350,0.41011236,0.44047619,7665.457247,-4383.970895,0.718611223,89,0.494382022,89,0.325842697,-1.215637152,1.960674157,1,2,3,6,74.46067416,16.25,38.5,90.75,815,13373.24229,5417.21025,14572.0995,21635.45,50567.349,0.041306854,0.0151246,0.037685169,0.066289832,0.165012292,918.7921348,135,478,1540.5,3350,557.6485112,-4456.48875,-1841.2475,4911.945,-14959.39,39502.441
1.9,4751.875227,50567.349,0.093971215,545.3283315,3325,0.404494382,0.453488372,7902.860736,-4452.240849,0.716201717,89,0.494382022,89,0.314606742,-1.205680703,2.06741573,1,2,3,7,79.42696629,17.25,40.5,95.5,1131,14085.07237,6036.9755,15111.1555,21133.2875,50567.349,0.043410789,0.017922603,0.045444279,0.067818293,0.161934059,895.3202247,126.25,442,1517.5,3325,545.3283315,-4471.78025,-1881.451,5128.1815,-14959.39,39932.409
2,5196.005573,50567.349,0.102754162,596.2970225,2989,0.393258427,0.420454545,8349.588786,-4428.984676,0.716201717,89,0.483146067,89,0.303370787,-1.221898675,2.112359551,1,2,3,7,81.41011236,18,40.5,98.5,1136,13592.98812,5529.38775,14814.0395,21067.5885,50567.349,0.040776671,0.015559655,0.043619892,0.06362706,0.158176561,781.9719101,126,434,1096,2989,596.2970225,-4471.78025,-1923.644,5370.3315,-14959.39,42405.328
2.1,5939.40542,50567.349,0.117455345,681.6100787,2912,0.387640449,0.425287356,8743.558536,-4421.825183,0.716201717,89,0.471910112,89,0.303370787,-1.251725921,2.275280899,1,2,3,7,86.25842697,18.5,45.5,101,1393,13346.4207,6278.436,13693.897,20635.40425,50567.349,0.039056704,0.015635983,0.040281465,0.059280257,0.154032365,798.8033708,147.25,447.5,1055,2912,681.6100787,-4471.78025,-1925.739,5556.516,-14959.39,43220.389
2.2,6717.869744,50567.349,0.132849949,770.9471573,2912,0.382022472,0.418604651,9168.148794,-4420.050218,0.716201717,89,0.471910112,89,0.292134831,-1.282244004,2.292134831,1,2,3,7,87.07303371,20,46,101,1393,12396.34957,5320.621,11927.0115,19131.1835,50567.349,0.035518366,0.014476601,0.033485732,0.053863505,0.150884926,761.6292135,130.75,418,1014,2912,770.9471573,-4471.78025,-1947.4255,5546.5375,-14959.39,45712.889
2.3,6542.280365,50567.349,0.129377563,750.7964045,3025,0.370786517,0.409090909,9553.2665,-4436.373473,0.716201717,89,0.471910112,89,0.269662921,-1.268965182,2.393258427,1,2,3,7,91.21910112,21,49,106.25,1397,14050.17496,5951.5325,13005.829,20659.43575,50567.349,0.041057416,0.018959605,0.038030087,0.064097238,0.150071303,869.3146067,120,438.5,1380.5,3025,750.7964045,-4486.3375,-2081.5175,5086.915,-14959.39,48166.227
2.4,6683.058407,68292.114,0.097859885,766.9521854,3025,0.365168539,0.426966292,9807.848277,-4433.563265,0.716201717,89,0.460674157,89,0.269662921,-1.272493996,2.45505618,1,2,3,7,94.1011236,21,50,109,1523,16914.86782,4970.81175,12511.9085,26746.915,68292.114,0.047773525,0.014195995,0.036494782,0.076474191,0.181773618,893.6123596,120,496.5,1431.25,3025,766.9521854,-4486.3375,-2114.9905,5110.667,-14959.39,49836.325
2.5,3207.135797,82015.888,0.039103836,368.0530169,3025,0.348314607,0.404494382,9361.489806,-4438.783888,0.716201717,89,0.438202247,89,0.258426966,-1.127235527,2.904494382,2,3,4,7,111.3426966,21,50,111.5,2756,24070.95489,7587.91325,19304.9975,39836.5105,82015.888,0.065214696,0.024202942,0.05700528,0.103045254,0.211776202,1304.219101,358,1299,2199.5,3025,368.0530169,-4491.8,-2167.7825,4568.54,-14959.39,31291.87
2.6,3833.244784,78208.858,0.049012924,439.9056966,2794,0.342696629,0.413043478,9756.89877,-4417.671889,0.716201717,89,0.426966292,89,0.258426966,-1.151495687,2.91011236,2,3,4,7,112.1797753,21,50.5,111.75,2756,23212.76565,6805.58525,18988.684,39443.828,78208.858,0.061276907,0.02195422,0.055018479,0.099931766,0.196060826,1110.337079,282.25,1074,1874.5,2794,439.9056966,-4491.8,-2167.7825,4459.225,-14959.39,32439.32
2.7,4226.610121,74359.995,0.056839839,485.0485618,2794,0.342696629,0.425531915,9888.627131,-4417.671889,0.716201717,89,0.426966292,89,0.258426966,-1.167042086,2.938202247,2,3,4,7,114.3089888,21,51.5,113,2756,22244.74965,6731.07275,18489.675,37944.03625,74359.995,0.057126447,0.021027107,0.05256611,0.093723704,0.180677925,1059.853933,271.5,899,1749,2794,485.0485618,-4491.8,-2167.7825,4500.0725,-14959.39,33550.5
2.8,3904.041713,73612.147,0.053035292,448.0303989,2794,0.337078652,0.421052632,10108.4844,-4464.064856,0.716201717,89,0.426966292,89,0.247191011,-1.151396202,2.97752809,2,3,4,7,116.4157303,21,52.5,116.75,2756,25926.25602,6363.80025,17687.6335,45381.491,73612.147,0.064311266,0.020567209,0.052807138,0.110371384,0.173720014,1047.550562,210.25,895.5,1743.75,2794,448.0303989,-4530.7505,-2204.9125,4593.7725,-14959.39,34697.95
2.9,3782.714558,89596.3,0.04221954,434.1068146,2794,0.331460674,0.408163265,10295.75163,-4455.280109,0.716201717,89,0.415730337,89,0.247191011,-1.145745324,3.028089888,2,3,4,7,118.2640449,21,55.5,118.75,2756,32536.19567,6020.302,19057.3795,61402.18125,89596.3,0.077782389,0.018235136,0.054865073,0.140944779,0.205662575,1045.123596,192.5,895.5,1743.75,2794,434.1068146,-4530.7505,-2252.905,4700.32475,-14959.39,35784.95
3,4736.828328,86577.87,0.054711768,543.6015393,2791,0.331460674,0.402061856,10626.09164,-4455.280109,0.716201717,89,0.415730337,89,0.247191011,-1.182506655,3.050561798,2,3,4.75,7,119.2640449,21,55.5,119.75,2756,30529.44043,5509.042,18607.3015,56470.51825,86577.87,0.071282063,0.016411416,0.051705252,0.126726233,0.193605553,892.8202247,212.75,586.5,1424.75,2791,543.6015393,-4530.7505,-2252.905,4840.32,-14959.39,36896.13
