,openTime,type,size,openPrice,S/L,T/P,closeTime,closePrice,swap,profit,balance,days,drawDown,drawDownRate,drawDownPeriod
581,2011-08-08 19:00:00,sell,1.0,1.63521,1.6453900000000001,1.634192,2011-08-08 21:00:00,1.634192,0.0,71.79999999999634,293538.2900000001,0.0,11000.219999999914,0.036120949038595855,765.0
582,2011-08-09 15:00:00,sell,1.0,1.6332,1.63744,1.632776,2011-08-09 15:00:00,1.632776,0.0,12.399999999997995,293550.6900000001,0.0,10987.81999999989,0.03608023169220829,765.0
583,2011-08-09 14:00:00,buy,1.0,1.63655,1.62848,1.637357,2011-08-09 16:00:00,1.62848,-0.0,-837.0000000000022,292713.6900000001,0.0,11824.81999999989,0.03882865257336384,765.0
584,2011-08-11 20:00:00,buy,1.0,1.62147,1.61101,1.622516,2011-08-11 22:00:00,1.622516,-0.0,74.60000000001024,292788.29000000015,0.0,11750.219999999856,0.03858369176364544,767.0
585,2011-08-18 20:00:00,sell,1.0,1.64635,1.6565900000000002,1.6453259999999998,2011-08-19 10:00:00,1.6453259999999998,3.37,69.03000000001359,292857.3200000002,0.0,11681.189999999828,0.03835702092323177,774.0
586,2011-08-19 14:00:00,buy,1.0,1.65103,1.64593,1.65154,2011-08-19 14:00:00,1.65154,-0.0,21.000000000001044,292878.3200000002,0.0,11660.189999999828,0.03828806412693037,774.0
587,2011-08-20 00:00:00,sell,1.0,1.64625,1.65972,1.644903,2011-08-22 17:00:00,1.644903,0.0,104.69999999999871,292983.0200000002,2.0,11555.489999999816,0.03794426524251339,777.0
588,2011-08-23 11:00:00,buy,1.0,1.65429,1.6440599999999999,1.655313,2011-08-23 11:00:00,1.655313,-0.0,72.29999999999961,293055.3200000002,0.0,11483.189999999828,0.03770685684381863,777.0
589,2011-08-24 05:00:00,sell,1.0,1.6482599999999998,1.65678,1.6474079999999998,2011-08-24 10:00:00,1.6474079999999998,0.0,55.20000000000749,293110.5200000002,0.0,11427.989999999816,0.03752559897925493,777.0
590,2011-08-24 13:00:00,buy,1.0,1.6520400000000002,1.64755,1.652489,2011-08-24 13:00:00,1.652489,-0.0,14.899999999992168,293125.42000000016,0.0,11413.089999999851,0.03747667249045072,777.0
591,2011-08-24 15:00:00,sell,1.0,1.64545,1.6520599999999999,1.644789,2011-08-24 15:00:00,1.644789,0.0,36.10000000000227,293161.52000000014,0.0,11376.989999999874,0.037358132473951734,777.0
592,2011-08-26 22:00:00,buy,1.0,1.63481,1.62271,1.63602,2011-08-26 22:00:00,1.63602,-0.0,90.99999999999334,293252.52000000014,0.0,11285.989999999874,0.037059319689979026,779.0
593,2011-08-30 12:00:00,sell,1.0,1.63303,1.6418,1.632153,2011-08-30 12:00:00,1.632153,0.0,57.700000000001666,293310.22000000015,0.0,11228.289999999863,0.03686985268299849,782.0
594,2011-09-02 15:00:00,buy,1.0,1.62354,1.6158,1.624314,2011-09-02 15:00:00,1.624314,-0.0,47.400000000005235,293357.62000000017,0.0,11180.88999999984,0.036714207342775265,785.0
595,2011-09-02 20:00:00,buy,1.0,1.62142,1.6171,1.621852,2011-09-02 21:00:00,1.621852,-0.0,13.199999999998795,293370.8200000002,0.0,11167.689999999828,0.03667086307081435,785.0
596,2011-09-02 18:00:00,sell,1.0,1.6188,1.62354,1.618326,2011-09-05 01:00:00,1.618326,3.37,14.030000000008545,293384.8500000002,2.0,11153.6599999998,0.036624793363570995,787.0
597,2011-09-05 02:00:00,sell,1.0,1.61636,1.62354,1.615642,2011-09-05 09:00:00,1.615642,0.0,41.79999999999964,293426.6500000002,0.0,11111.859999999811,0.03648753650236159,787.0
598,2011-09-08 16:00:00,buy,1.0,1.6025399999999999,1.59212,1.6035819999999998,2011-09-08 16:00:00,1.6035819999999998,-0.0,74.19999999999874,293500.8500000002,0.0,11037.6599999998,0.03624388915542996,790.0
599,2011-09-09 07:00:00,sell,1.0,1.59745,1.60679,1.596516,2011-09-09 07:00:00,1.596516,0.0,63.39999999999904,293564.25000000023,0.0,10974.259999999776,0.036035705303739014,790.0
600,2011-09-09 00:00:00,sell,1.0,1.5960299999999998,1.60679,1.5949539999999998,2011-09-09 08:00:00,1.5949539999999998,0.0,77.6000000000077,293641.85000000027,0.0,10896.659999999742,0.035780893523120416,790.0
601,2011-09-09 05:00:00,buy,1.0,1.59864,1.59212,1.5992920000000002,2011-09-09 11:00:00,1.59212,-0.0,-682.0000000000082,292959.85000000027,0.0,11578.659999999742,0.038020347574432345,790.0
602,2011-09-15 13:00:00,buy,1.0,1.58113,1.57356,1.5818869999999998,2011-09-15 13:00:00,1.5818869999999998,-0.0,45.69999999998967,293005.5500000003,0.0,11532.95999999973,0.03787028445105261,796.0
603,2011-09-16 13:00:00,buy,1.0,1.58166,1.57638,1.5821880000000001,2011-09-16 13:00:00,1.5821880000000001,-0.0,22.800000000008396,293028.35000000027,0.0,11510.159999999742,0.03779541707221113,797.0
