date,time,open,high,low,close,volume
2014.01.02,11:00,1225.67,1228.48,1220.56,1222.87,1841
2014.01.02,12:00,1222.9,1223.97,1219.78,1221.71,1377
2014.01.02,13:00,1221.86,1221.94,1219.15,1221.28,973
2014.01.02,14:00,1221.3,1221.77,1219.22,1221.19,717
2014.01.02,15:00,1221.17,1221.36,1216.42,1218.01,1897
2014.01.02,16:00,1218.01,1219.62,1213.54,1216.03,2799
2014.01.02,17:00,1216.04,1224.02,1215.98,1223.3,4396
2014.01.02,18:00,1223.28,1226.72,1222.67,1225.77,3667
2014.01.02,19:00,1225.87,1225.98,1220.89,1223.38,3994
2014.01.02,20:00,1223.35,1226.99,1223.24,1224.72,2607
2014.01.02,21:00,1224.77,1225.23,1222.95,1224.28,1397
2014.01.02,22:00,1224.25,1230.74,1224.04,1228.86,1571
2014.01.02,23:00,1228.85,1228.85,1225.18,1225.2,723
2014.01.03,0:00,1225.32,1225.32,1222.08,1224.18,823
2014.01.03,1:00,1224.27,1225.99,1223.43,1224.05,691
2014.01.03,3:00,1222.11,1224.54,1221.71,1223.66,878
2014.01.03,4:00,1223.64,1235.87,1223.26,1234.25,1098
2014.01.03,5:00,1234.17,1235.36,1228.29,1229.12,2587
2014.01.03,6:00,1229.13,1232.84,1229.13,1232.01,1502
2014.01.03,7:00,1231.96,1232.41,1229.49,1229.7,976
2014.01.03,8:00,1229.69,1230.65,1229.24,1230.53,899
2014.01.03,9:00,1230.37,1233.3,1230.17,1231.2,1508
2014.01.03,10:00,1231.28,1238.58,1231.14,1235.75,1845
2014.01.03,11:00,1235.79,1236.38,1232.38,1233.07,1128
2014.01.03,12:00,1233.14,1233.81,1230.25,1230.96,1191
2014.01.03,13:00,1230.98,1233.37,1228.01,1231.34,1285
2014.01.03,14:00,1231.26,1233.77,1231.26,1232.41,725
2014.01.03,15:00,1232.49,1232.84,1230.8,1230.8,725
2014.01.03,16:00,1230.77,1232.31,1229.82,1230.48,1655
2014.01.03,17:00,1230.51,1231.57,1226.91,1229.61,3342
2014.01.03,18:00,1229.65,1234.72,1228.18,1233.98,3592
2014.01.03,19:00,1233.93,1237.49,1233.05,1235.79,3442
2014.01.03,20:00,1235.91,1237.69,1234.69,1237.69,2345
2014.01.03,21:00,1237.71,1238.05,1235.86,1237.51,1721
2014.01.03,22:00,1237.49,1240.11,1235.97,1235.98,2090
2014.01.03,23:00,1235.99,1240.12,1235.99,1237.58,1991
2014.01.04,0:00,1237.4,1237.61,1235.35,1236.98,1171
2014.01.04,1:00,1237.1,1237.16,1235.85,1236.28,300
2014.01.06,3:00,1236.98,1238.31,1233.86,1234.09,1079
2014.01.06,4:00,1234.13,1235.84,1232.86,1235.05,1881
2014.01.06,5:00,1235.06,1244.38,1234.66,1242.18,2520
2014.01.06,6:00,1242.16,1246.2,1241.75,1244.72,1216
2014.01.06,7:00,1244.77,1244.87,1240.75,1240.94,1901
2014.01.06,8:00,1240.96,1241.09,1238.47,1239.31,1210
2014.01.06,9:00,1239.38,1241.5,1237.9,1240.72,2183
2014.01.06,10:00,1240.71,1242.5,1239.53,1239.87,1188
2014.01.06,11:00,1239.87,1242.01,1238.68,1239.92,1001
2014.01.06,12:00,1239.9,1240.81,1237.04,1237.46,1236
2014.01.06,13:00,1237.53,1239.86,1236,1238.31,1312
2014.01.06,14:00,1238.39,1238.99,1236.61,1238.84,1124
2014.01.06,15:00,1238.83,1239.43,1236.61,1238.83,913
2014.01.06,16:00,1238.77,1239.49,1235.52,1237.05,1694
2014.01.06,17:00,1237.09,1242.24,1236.84,1241.25,3543
2014.01.06,18:00,1241.16,1245.85,1239.57,1245.12,3981
2014.01.06,19:00,1245.08,1248.29,1214.29,1241.62,4920
2014.01.06,20:00,1241.9,1243.33,1239.79,1241.02,2072
2014.01.06,21:00,1240.99,1242.29,1240.51,1241.47,1437
2014.01.06,22:00,1241.44,1241.46,1237.22,1238.54,2093
2014.01.06,23:00,1238.51,1240.9,1238.32,1240,855
2014.01.07,0:00,1240.01,1240.05,1237.16,1239.16,342
2014.01.07,1:00,1239.02,1239.06,1237.17,1237.71,732
2014.01.07,3:00,1237.55,1239.39,1237.28,1237.68,1003
2014.01.07,4:00,1237.59,1238.78,1236.94,1238.02,1096
2014.01.07,5:00,1238.08,1241.74,1238,1240.98,1358
2014.01.07,6:00,1240.91,1243.75,1240.35,1243.19,1036
2014.01.07,7:00,1242.85,1242.86,1240.81,1240.89,1589
2014.01.07,8:00,1240.83,1241.36,1239.78,1240.4,956
2014.01.07,9:00,1240.41,1242.84,1239.91,1241.98,1612
2014.01.07,10:00,1242.03,1245.21,1240.92,1240.99,1483
2014.01.07,11:00,1241.02,1242.36,1239.15,1239.84,1016
2014.01.07,12:00,1239.83,1239.88,1238.22,1239.1,1183
2014.01.07,13:00,1239.11,1240.11,1236.91,1239.55,1013
2014.01.07,14:00,1239.26,1239.58,1236.92,1238.99,1166
2014.01.07,15:00,1239.06,1240.35,1238.44,1238.61,860
2014.01.07,16:00,1238.51,1239.65,1235.3,1236.85,2234
2014.01.07,17:00,1236.86,1239.37,1233.87,1235.68,3809
2014.01.07,18:00,1235.68,1235.68,1226.57,1227.99,4556
2014.01.07,19:00,1227.95,1229.17,1224.87,1226.1,4136
2014.01.07,20:00,1226.09,1227.54,1225.07,1226.34,2745
2014.01.07,21:00,1226.36,1231.23,1226.34,1230.83,2430
2014.01.07,22:00,1230.87,1231.64,1228.57,1229.06,2401
2014.01.07,23:00,1229.16,1231.12,1228.99,1230.65,732
2014.01.08,0:00,1230.71,1232.87,1230.49,1231.83,692
2014.01.08,1:00,1231.91,1232.43,1231.34,1231.85,516
2014.01.08,3:00,1231.2,1232.31,1229.21,1229.23,590
2014.01.08,4:00,1229.47,1230.7,1228.08,1230.54,782
2014.01.08,5:00,1230.66,1230.67,1226.9,1228.38,2745
2014.01.08,6:00,1228.31,1229.96,1228.16,1228.68,1252
2014.01.08,7:00,1228.75,1229,1225.91,1226.55,1462
2014.01.08,8:00,1226.52,1227.91,1226.31,1227.21,1175
2014.01.08,9:00,1227.22,1227.82,1225.54,1226.61,1572
2014.01.08,10:00,1226.64,1227.36,1226.01,1226.42,1147
2014.01.08,11:00,1226.39,1228.86,1226.13,1226.99,707
2014.01.08,12:00,1227.01,1227.72,1222.84,1224.53,1302
2014.01.08,13:00,1224.5,1227.45,1221.17,1226.96,1171
2014.01.08,14:00,1226.93,1227.31,1225.71,1226.25,736
2014.01.08,15:00,1226.23,1226.89,1225.33,1226.2,438
2014.01.08,16:00,1226.39,1231.24,1225.73,1229.5,1001
2014.01.08,17:00,1229.6,1231.81,1220.03,1222.56,3853
2014.01.08,18:00,1222.48,1223.63,1219.13,1221.37,2965
2014.01.08,19:00,1221.34,1225.18,1220.41,1223.44,3291
2014.01.08,20:00,1223.41,1224.25,1221.12,1221.74,2011
2014.01.08,21:00,1221.85,1222.85,1220.2,1221.93,1747
2014.01.08,22:00,1221.88,1226.79,1221.65,1224.82,2395
2014.01.08,23:00,1224.8,1224.98,1218.4,1223.1,4077
2014.01.09,0:00,1223.06,1228.63,1223,1225,2513
2014.01.09,1:00,1224.99,1225.96,1224.36,1225.68,649
2014.01.09,3:00,1225.44,1226.54,1225.11,1226.08,581
2014.01.09,4:00,1226.09,1226.66,1224.7,1226.26,1191
2014.01.09,5:00,1226.2,1227.66,1224.16,1226.83,2289
2014.01.09,6:00,1226.77,1227.26,1225.71,1227.13,959
2014.01.09,7:00,1227.12,1227.86,1226.79,1227.37,621
2014.01.09,8:00,1227.37,1227.61,1226.5,1226.7,690
