date,time,open,high,low,close,volume
2011.01.03,2:00,1418.65,1418.7,1416.1,1416.95,350
2011.01.03,3:00,1416.8,1417.05,1413.95,1415.85,440
2011.01.03,4:00,1415.95,1416.8,1414.5,1415.85,332
2011.01.03,5:00,1415.8,1416.6,1414.3,1416.1,219
2011.01.03,6:00,1416.15,1418.05,1414.7,1416.65,284
2011.01.03,7:00,1416.6,1418.5,1415.15,1416.7,430
2011.01.03,8:00,1416.75,1419.9,1416.65,1419.5,320
2011.01.03,9:00,1419.6,1420.4,1418.35,1419.25,365
2011.01.03,10:00,1419.3,1419.55,1417.8,1418.3,537
2011.01.03,11:00,1418.25,1419.4,1417.1,1419.4,544
2011.01.03,12:00,1419.25,1419.6,1418.35,1419.35,518
2011.01.03,13:00,1419.25,1421,1419.1,1419.7,633
2011.01.03,14:00,1419.75,1420.3,1418.95,1420.1,480
2011.01.03,15:00,1419.9,1423.2,1419.4,1422.65,840
2011.01.03,16:00,1422.5,1423.8,1417.05,1419.75,1969
2011.01.03,17:00,1419.7,1423.6,1417.95,1421.2,1822
2011.01.03,18:00,1421.4,1422,1415.45,1418.45,2100
2011.01.03,19:00,1418.4,1420.4,1417.25,1417.95,1381
2011.01.03,20:00,1418,1421.05,1417,1419.8,896
2011.01.03,21:00,1420,1422.7,1419.8,1420.05,882
2011.01.03,22:00,1420,1420,1414.95,1415.45,1075
2011.01.03,23:00,1415.4,1416,1412.8,1413.6,856
2011.01.04,0:00,1413.65,1414.55,1413.45,1414.45,392
2011.01.04,1:00,1414.4,1414.5,1413.85,1413.85,44
2011.01.04,2:00,1415.2,1416.85,1414.3,1414.6,595
2011.01.04,3:00,1414.65,1417.1,1414.65,1415.9,452
2011.01.04,4:00,1415.85,1415.95,1413.4,1414.4,473
2011.01.04,5:00,1414.35,1414.8,1413.8,1414.7,404
2011.01.04,6:00,1414.55,1416.8,1414.5,1415.9,310
2011.01.04,7:00,1416.4,1416.9,1415.2,1415.8,500
2011.01.04,8:00,1415.85,1417.1,1415.75,1416.55,572
2011.01.04,9:00,1416.6,1416.7,1413.4,1414.5,377
2011.01.04,10:00,1414.6,1415.7,1413.8,1414.3,590
2011.01.04,11:00,1414.35,1414.4,1407.85,1409.25,1185
2011.01.04,12:00,1409.2,1410.6,1405.6,1406.35,1136
2011.01.04,13:00,1406.3,1407.5,1404.2,1407.25,1131
2011.01.04,14:00,1407.35,1408.7,1405.9,1407.35,851
2011.01.04,15:00,1407.3,1408.85,1407,1408.3,800
2011.01.04,16:00,1408.35,1408.95,1392.85,1395.25,2855
2011.01.04,17:00,1395.3,1397.05,1385.35,1387.6,2871
2011.01.04,18:00,1387.55,1389,1381.5,1383,2997
2011.01.04,19:00,1382.9,1385.6,1382.4,1384.65,1737
2011.01.04,20:00,1384.7,1385.5,1374.65,1376.3,2476
2011.01.04,21:00,1376.5,1379.95,1376.3,1377.2,1622
2011.01.04,22:00,1377.25,1381.25,1376.5,1380.25,1146
2011.01.04,23:00,1380.15,1381.55,1379.9,1380.5,678
