R,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利
0.1,-13958.45208,78573.174,-0.17764908,-35.30725688,1231,0.750790068,0.158730159,35.8377288,-249.6444149,32.49388753,1107,0.757000903,1108,0.744584838,-0.432485743,0.161173815,0,0,0,3,0.031602709,0,0,0,3,46647.74949,32095.5495,50675.381,62358.443,78573.174,0.155303907,0.106855407,0.168713063,0.20760937,0.261592919,599.579684,272,584,942.5,1231,-35.30725688,0.15,16,37,-2709,476
0.2,-11298.44649,64217.455,-0.175940428,-28.57889616,1235,0.827990971,0.285714286,88.3226374,-591.3017638,32.49388753,1107,0.836495032,1108,0.819494585,-0.719013774,0.291196388,0,0,0,4,0.071783296,0,0,0,10,40032.43713,30026.51,45899.759,53592.413,64217.455,0.133065058,0.099806049,0.152567634,0.178137485,0.213454392,604.2040632,274,591,952.5,1235,-28.57889616,21.2,56.4,99.5,-2709,982
0.3,-9387.978663,56108.203,-0.167319183,-23.74645643,1241,0.773363431,0.301587302,147.081387,-606.6709502,32.49388753,1107,0.775067751,1108,0.77166065,-0.827290739,0.412189616,0,0,1,5,0.103837472,0,0,0,10,34266.79065,25905.726,37526.65,46488.291,56108.203,0.112951196,0.085390383,0.123695241,0.153234577,0.184943705,593.23386,255,576,948.5,1241,-23.74645643,25.95,92.4,157.5,-2709,1468.419
0.4,-8665.29312,51383.25,-0.168640425,-21.91845688,1293,0.716478555,0.380952381,207.2857593,-601.1335701,32.49388753,1107,0.7100271,1108,0.722924188,-0.871396413,0.530022573,0,0,1,5,0.144018059,0,0,0,10,32907.56423,29261.8755,33898.516,43073.124,51383.25,0.10903143,0.096952313,0.112314726,0.142712622,0.170246262,635.4505643,287,620,997.5,1293,-21.91845688,-293.5,122.8,213.5365,-2709,1974.419
0.5,-7914.188802,48136.455,-0.164411542,-20.01857336,1281,0.671783296,0.349206349,266.1213898,-605.6805612,32.49388753,1107,0.661246612,1108,0.682310469,-0.899300154,0.646501129,0,0,1,6,0.194130926,0,0,0,10,31363.52431,24507.7335,33551.76,42132.568,48136.455,0.103476199,0.080856667,0.110694996,0.139005061,0.15881327,612.2428894,259,596,979.5,1281,-20.01857336,-376.2635,146.5,262.5,-2709,2473.892
0.6,-4393.286714,33643.33,-0.130584182,-11.1126149,1271,0.636568849,0.428571429,326.7891567,-602.9654075,32.49388753,1107,0.631436314,1108,0.641696751,-0.949289053,0.737697517,0,0,1,6,0.238826185,0,0,0,10,20228.35662,17456.9215,21991.556,25264.9445,33643.33,0.066829789,0.057671453,0.072652271,0.083466381,0.111145584,590.9011287,231,568,958,1271,-11.1126149,-417.955,168.6,310.8,-2709,2979.892
0.7,-6348.708086,41269.624,-0.15383489,-16.05876253,1295,0.6,0.484375,382.0888969,-613.2802517,32.49388753,1107,0.588979223,1108,0.61101083,-0.934537422,0.85282167,0,1,1,6,0.308803612,0,0,0,14,25641.17239,21027.393,28623.391,32146.573,41269.624,0.084770623,0.069513873,0.094625271,0.10627246,0.1364321,603.5128668,236,583,976,1295,-16.05876253,-465.027,180,350.895,-2709,3485.892
0.8,-3685.638457,34580.974,-0.106579949,-9.322651467,1293,0.569300226,0.421875,444.04077,-608.5797526,32.49388753,1107,0.559168925,1108,0.579422383,-0.964432994,0.919187359,0,1,1,6,0.356659142,0,0,0,14,18118.88469,15208.973,18692.408,21822.8515,34580.974,0.059330651,0.049794997,0.061199951,0.071449192,0.113219973,601.9363431,238,583,972,1293,-9.322651467,-485.455,185.2,396.445,-2709,3991.892
0.9,-1569.402369,30542.741,-0.051383809,-3.969730474,1305,0.541760722,0.507936508,505.4544533,-606.2446276,32.49388753,1107,0.531165312,1108,0.55234657,-0.985710376,0.989164786,0,1,2,6,0.399548533,0,0,0,14,12354.06765,6991.3765,11453.359,16416.9325,30542.741,0.040021654,0.022677652,0.037094311,0.053169974,0.098919621,607.2469526,239,589,981,1305,-3.969730474,-499.41,184.2,435.069,-2709,4497.892
1,-4292.920103,33261.899,-0.129064192,-10.85874221,1363,0.511963883,0.46031746,561.2134233,-610.9788492,32.49388753,1107,0.504968383,1108,0.518953069,-0.963583233,1.118284424,0,1,2,7,0.489841986,0,0,0,26,16503.16184,12785.6305,15918.134,19359.6725,33261.899,0.054914438,0.042544316,0.052967753,0.064419508,0.110679308,666.1851016,302,647,1042,1363,-10.85874221,-516,146,465,-4140.84,5003.892
