2014.01.17,16:30,1.64440,1.64578,1.64389,1.64486,1609
2014.01.17,17:00,1.64485,1.64533,1.64369,1.64394,1156
2014.01.17,17:30,1.64397,1.64519,1.64350,1.64361,1235
2014.01.17,18:00,1.64354,1.64449,1.64327,1.64365,1328
2014.01.17,18:30,1.64366,1.64445,1.64279,1.64439,1418
2014.01.17,19:00,1.64441,1.64520,1.64361,1.64448,1267
2014.01.17,19:30,1.64449,1.64509,1.64250,1.64277,1171
2014.01.17,20:00,1.64277,1.64345,1.64210,1.64273,1370
2014.01.17,20:30,1.64273,1.64291,1.64104,1.64104,992
2014.01.17,21:00,1.64103,1.64115,1.64029,1.64084,899
2014.01.17,21:30,1.64085,1.64112,1.64078,1.64088,511
2014.01.17,22:00,1.64088,1.64189,1.64048,1.64183,529
2014.01.17,22:30,1.64183,1.64240,1.64149,1.64201,591
2014.01.17,23:00,1.64201,1.64201,1.64125,1.64137,399
2014.01.17,23:30,1.64139,1.64149,1.64054,1.64089,427
2014.01.18,00:00,1.64089,1.64215,1.64056,1.64199,544
2014.01.18,00:30,1.64200,1.64232,1.64095,1.64226,417
2014.01.20,02:00,1.64148,1.64206,1.64117,1.64200,453
2014.01.20,02:30,1.64198,1.64202,1.64113,1.64175,593
2014.01.20,03:00,1.64175,1.64222,1.64051,1.64074,782
2014.01.20,03:30,1.64076,1.64150,1.63973,1.63997,602
2014.01.20,04:00,1.63989,1.64086,1.63953,1.64084,581
2014.01.20,04:30,1.64082,1.64125,1.64025,1.64104,507
2014.01.20,05:00,1.64105,1.64183,1.64086,1.64137,611
2014.01.20,05:30,1.64140,1.64176,1.64099,1.64159,387
2014.01.20,06:00,1.64163,1.64169,1.64100,1.64114,290
2014.01.20,06:30,1.64113,1.64149,1.64048,1.64123,350
2014.01.20,07:00,1.64129,1.64162,1.64122,1.64134,254
2014.01.20,07:30,1.64133,1.64163,1.64105,1.64138,271
2014.01.20,08:00,1.64139,1.64170,1.64128,1.64161,256
2014.01.20,08:30,1.64164,1.64202,1.64084,1.64122,430
2014.01.20,09:00,1.64113,1.64298,1.64103,1.64270,419
2014.01.20,09:30,1.64271,1.64286,1.64209,1.64273,445
2014.01.20,10:00,1.64272,1.64295,1.64189,1.64268,586
2014.01.20,10:30,1.64267,1.64290,1.64194,1.64227,641
2014.01.20,11:00,1.64227,1.64382,1.64224,1.64372,975
2014.01.20,11:30,1.64374,1.64464,1.64326,1.64443,869
2014.01.20,12:00,1.64443,1.64519,1.64423,1.64449,877
2014.01.20,12:30,1.64448,1.64512,1.64437,1.64468,695
2014.01.20,13:00,1.64467,1.64467,1.64355,1.64369,764
2014.01.20,13:30,1.64369,1.64486,1.64363,1.64427,636
2014.01.20,14:00,1.64425,1.64503,1.64312,1.64317,814
2014.01.20,14:30,1.64315,1.64427,1.64269,1.64355,908
2014.01.20,15:00,1.64352,1.64441,1.64323,1.64429,709
2014.01.20,15:30,1.64429,1.64503,1.64339,1.64350,859
2014.01.20,16:00,1.64352,1.64397,1.64173,1.64226,1153
2014.01.20,16:30,1.64226,1.64295,1.64208,1.64293,710
2014.01.20,17:00,1.64294,1.64359,1.64294,1.64353,568
2014.01.20,17:30,1.64353,1.64372,1.64331,1.64336,500
2014.01.20,18:00,1.64332,1.64362,1.64179,1.64231,724
2014.01.20,18:30,1.64231,1.64252,1.64182,1.64210,548
2014.01.20,19:00,1.64210,1.64298,1.64190,1.64209,552
2014.01.20,19:30,1.64206,1.64258,1.64152,1.64196,525
2014.01.20,20:00,1.64197,1.64288,1.64197,1.64223,324
2014.01.20,20:30,1.64223,1.64250,1.64207,1.64223,340
2014.01.20,21:00,1.64224,1.64308,1.64223,1.64300,335
2014.01.20,21:30,1.64300,1.64315,1.64263,1.64308,242
2014.01.20,22:00,1.64310,1.64353,1.64291,1.64341,319
2014.01.20,22:30,1.64341,1.64353,1.64327,1.64334,385
2014.01.20,23:00,1.64331,1.64347,1.64322,1.64338,242
2014.01.20,23:30,1.64340,1.64377,1.64328,1.64372,382
2014.01.21,00:00,1.64371,1.64373,1.64262,1.64326,441
