R,lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利
1.6,19,20250.77547,25591.41,0.791311439,106.5044367,398,0.421910538,0.606666667,1541.038013,-940.4699049,15.62796209,1319,0.433661865,1319,0.410159212,-1.195896982,1.382865807,0,1,2,7,1.747915087,0,0,2,36,5887.689679,1435.2935,4636.239,9198.99775,25591.41,0.041623311,0.01304394,0.031485641,0.057859233,0.265289084,90.69370735,10,56,153.75,398,106.5044367,-946.61175,-400.2905,1062.70475,-2034.432,16212.16
