R,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利
1.1,6130.65641,51233.274,0.119661617,128.1224158,2419,0.513437058,0.552238806,2254.277785,-2115.465953,3.93287595,353,0.538243626,354,0.488700565,-1.124474402,1.214992928,0,1,2,7,6.878359264,1,4,8,104,17081.48566,3972.658,11844.583,32953.3735,51233.274,0.043555289,0.01197051,0.030483178,0.082446368,0.12818103,650.3366337,45,245,1194.5,2419,128.1224158,-1697.14,432,2006.6415,-14618.743,11616.57
1.2,6044.547882,42517.031,0.142167685,126.3228642,2014,0.487977369,0.533333333,2470.489922,-2107.759,3.93287595,353,0.521246459,354,0.45480226,-1.117050118,1.284299859,0,1,2,7,7.445544554,1,4,9,104,13528.98647,3645.7675,8204.342,24938.3565,42517.031,0.035750975,0.010966937,0.023516111,0.064707882,0.109975096,440.758133,43,189,641,2014,126.3228642,-1782.1105,-425.82,2109.4995,-14618.743,12650.07
1.3,7098.95065,56176.792,0.126368032,148.358454,2416,0.469589816,0.562962963,2688.824599,-2100.800907,3.93287595,353,0.504249292,354,0.435028249,-1.133142145,1.353606789,0,1,2,7,8.008486563,1,5,9,104,16292.3725,3499.431,10364.658,29252.056,56176.792,0.040279395,0.010522914,0.02667274,0.070817046,0.135999824,653.8033946,47.5,259,1193,2416,148.358454,-1896.9935,-599.162,2172.498,-14618.743,13695.66
1.4,9401.999129,49189.063,0.191140033,196.4890481,1737,0.458274399,0.595588235,2905.761247,-2095.427903,3.93287595,353,0.492917847,354,0.423728814,-1.173095695,1.397454031,0,1,2,7,8.376237624,1,5,10,104,13274.14646,2725.4335,8502.197,24821.444,49189.063,0.031720433,0.007910363,0.020457,0.058117255,0.115171918,366.0848656,33.5,158,550.5,1737,196.4890481,-1914.027,-656.11,2319.979,-14618.743,14729.16
1.5,12161.27507,46546.414,0.261272008,254.1541782,1424,0.448373409,0.619402985,3133.454555,-2086.200231,3.93287595,353,0.487252125,354,0.40960452,-1.220849323,1.46251768,0,1,2,8,8.910891089,1,5,11,104,10564.0036,2174.3745,6326.144,17959.2645,46546.414,0.024251127,0.005541201,0.015702257,0.040349997,0.104458307,269.6958982,24,90,343,1424,254.1541782,-1919.955,-704.527,2460.63,-14618.743,15762.66
1.6,12158.52752,41082.063,0.295957083,254.0967581,1296,0.43281471,0.637037037,3331.527641,-2094.266958,3.93287595,353,0.47592068,354,0.389830508,-1.213915436,1.53748232,0,1,2,8,9.516265912,2,6,12,104,9495.431948,2385.3875,7424.507,14435.1725,41082.063,0.022348036,0.006884494,0.017966961,0.033931999,0.094865593,259.824611,27.5,94,373,1296,254.0967581,-1946.7275,-742.01,2538.54,-14618.743,16796.16
1.7,9555.172229,46821.292,0.2040775,199.6901584,1597,0.411598303,0.625,3507.786986,-2114.38719,3.93287595,353,0.456090652,354,0.367231638,-1.16050857,1.694483734,1,1,2,8,10.60537482,2,6,13,217,13578.15674,3277.064,9671.312,23445.5895,46821.292,0.033584481,0.009586461,0.024751419,0.057390927,0.113747129,336.0664781,46.5,174,475.5,1597,199.6901584,-1999.005,-832.48,2489.5695,-14618.743,17829.66
1.8,10204.38926,54845.043,0.186058552,213.2579151,1422,0.400282885,0.625,3706.165014,-2118.092814,3.93287595,353,0.447592068,354,0.353107345,-1.167885709,1.770862801,1,2,3,8,11.21499293,2,6,13,217,13058.30748,3252.867,10481.015,22725.0465,54845.043,0.031753404,0.009471709,0.027102607,0.054077214,0.133929017,352.9717115,52,194,563.5,1422,213.2579151,-2027.6345,-894,2556.915,-14618.743,18863.16
1.9,9786.113949,63523.115,0.154055952,204.5165276,1593,0.388967468,0.602941176,3874.065796,-2131.4234,3.93287595,353,0.439093484,354,0.338983051,-1.157034237,1.842998586,1,2,3,8,11.88684583,2,6,14,217,16412.14334,3214.743,15215.739,27899.643,63523.115,0.039575488,0.009281979,0.036096517,0.066163443,0.153644325,402.7171146,48.5,248,676,1593,204.5165276,-2046.78,-928.162,2606.3375,-14618.743,19908.75
2,10659.56064,63502.685,0.167859999,222.7703805,2615,0.380480905,0.610294118,4062.567658,-2135.461281,3.93287595,353,0.430594901,354,0.330508475,-1.168387965,1.927864215,1,2,3,8,12.4582744,2,7,14,217,17897.2503,3280.1925,17341.147,30376.921,63502.685,0.042419885,0.009599241,0.040099783,0.071650977,0.150097439,722.3833098,47.5,281,1411.5,2615,222.7703805,-2058.824,-968,2728.035,-14618.743,20942.25
2.1,11321.17597,64430.068,0.175712619,236.5972447,1270,0.366336634,0.580882353,4313.362992,-2120.282953,3.93287595,353,0.416430595,354,0.316384181,-1.17609915,2.02970297,1,2,3,8,13.22630835,2,7,15,217,15147.96547,3411.0925,11393.106,25175.226,64430.068,0.035887426,0.00957696,0.027405087,0.057712148,0.154078018,308.2234795,47,211,472.5,1270,236.5972447,-2072.536,-997,2797.035,-14618.743,22012.02
2.2,12466.36418,65673.153,0.189824359,260.5301273,1057,0.359264498,0.547445255,4508.38326,-2121.268318,3.93287595,353,0.407932011,354,0.310734463,-1.191682982,2.117397454,1,2,3,8,13.8175389,2,7,16,217,15020.46357,3286.2065,10472.315,25260.1605,65673.153,0.034824154,0.009113453,0.024776593,0.056725513,0.155721635,238.1272984,37,133,376,1057,260.5301273,-2111.3445,-1025.82,2804.849,-14618.743,23130.15
2.3,13660.88248,65728.613,0.207837681,285.493942,1301,0.352192362,0.548148148,4715.716201,-2123.076675,3.93287595,353,0.402266289,354,0.302259887,-1.207579831,2.185289958,1,2,3,8,14.28005658,2,7,17,217,15933.362,3550.338,13034.784,25496.7555,65728.613,0.035595065,0.009300613,0.028767079,0.055391904,0.15092504,388.0127298,46,208,688,1301,285.493942,-2137.37,-1117.46,2865.265,-14618.743,24163.65
2.4,12689.40943,84699.081,0.149817557,265.191471,2091,0.338048091,0.536764706,4937.655326,-2120.959942,3.93287595,353,0.390934844,354,0.285310734,-1.188886381,2.282885431,1,2,3,9,15.05940594,2,7,17.5,217,19457.01782,3730.667,14983.966,30787.4635,84699.081,0.043284328,0.010286011,0.033226094,0.067254256,0.189939835,535.3550212,51,234,930,2091,265.191471,-2170.4575,-1140.64,2694.6285,-14618.743,25209.24
2.5,13506.67725,85633.93,0.157725767,282.2712617,1253,0.3281471,0.52238806,5176.278595,-2108.064952,3.93287595,353,0.373937677,354,0.282485876,-1.199300542,2.343705799,1,2,3,9,15.54596888,3,7,18.5,217,18778.93529,3972.3225,14481.096,29150.487,85633.93,0.041977807,0.010894519,0.0319256,0.062339574,0.193840294,288.3521924,42.5,161,453,1253,282.2712617,-2170.4575,-1153.28,2695.3815,-14618.743,26242.74
2.6,12991.42077,84068.43,0.154533881,271.503099,2092,0.31824611,0.536764706,5373.46136,-2110.116421,3.93287595,353,0.368271955,354,0.268361582,-1.188729917,2.424328147,1,2,3,9,16.18670438,3,8,19,217,21492.77893,5894.0485,17432.204,33471.4005,84068.43,0.049173551,0.015747827,0.041469785,0.072700825,0.191540759,553.2277228,70,291,936,2092,271.503099,-2196.635,-1166.162,2698.2155,-14618.743,27276.24
2.7,13677.76236,77853.01,0.175687008,285.8467086,2676,0.312588402,0.580882353,5540.086611,-2103.426992,3.93287595,353,0.362606232,354,0.262711864,-1.19769191,2.487977369,1,2,3,9,16.81046676,3,8,20,306,21301.20065,6025.5575,18717.656,32755.5875,77853.01,0.047928964,0.016568679,0.043512752,0.069816336,0.173792393,803.5954738,73,383,1498,2676,285.8467086,-2214.4125,-1166.527,2676.503,-14618.743,28309.74
2.8,15731.28031,71335.34,0.220525763,328.7624526,2070,0.309759547,0.554744526,5749.933123,-2104.098975,3.93287595,353,0.362606232,354,0.257062147,-1.226368315,2.565770863,1,2,4,9,17.44978784,3,8,20,306,19432.92157,5695.7055,16238.466,30755.704,71335.34,0.042617655,0.01519332,0.03724565,0.063827626,0.155609264,546.1697313,68,290,911.5,2070,328.7624526,-2216.203,-1168.851,2796.1745,-14618.743,29355.33
2.9,14809.16801,64800.017,0.228536483,309.4915545,1850,0.301272984,0.525547445,5919.19884,-2109.268874,3.93287595,353,0.354107649,354,0.248587571,-1.209995178,2.647807638,1,2,4,9,18.12305516,3,8,21,306,17871.69546,5706.4125,14927.136,27592.304,64800.017,0.042074648,0.01528707,0.034486689,0.063416711,0.153674954,451.0014144,63,218,666.5,1850,309.4915545,-2219.356,-1193.91,2800.6145,-14618.743,30388.83
3,15295.5985,63435.93,0.24111885,319.6572928,1573,0.295615276,0.522058824,6120.843316,-2114.977002,3.93287595,353,0.348441926,354,0.242937853,-1.214570019,2.742574257,1,3,4,9,19.05940594,3,8,22,490,16801.44923,5213.4555,14475.015,25441.8865,63435.93,0.04015234,0.01378412,0.035201296,0.059447827,0.153974068,334.7270156,57,143,423,1573,319.6572928,-2226.226,-1202.108,2718.2185,-14618.743,31434.42
