lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利,,
11,19670.86125,27148.621,0.724562078,103.4545072,535,0.356709629,0.6,1751.791437,-810.5614331,15.62796209,1319,0.376800607,1319,0.33661865,-1.198406744,1.422668688,0,1,2,7,1.933661865,0,0,3,40,6071.96226,1434.72275,4176.9275,9397.888,27148.621,0.013140976,0.003571374,0.009446259,0.020789134,0.067751551,85.96209249,9,39.5,129,535,103.4545072,-1033.28,-510,1015.725,-1254.013,20212.25,-0.04619067,-0.02985645
12,20945.10068,29287.081,0.715165184,110.1560853,375,0.362774829,0.64,1777.692734,-839.1791749,15.62796209,1319,0.381349507,1319,0.344200152,-1.20599699,1.483320697,1,1,2,7,2.017816528,0,0,3,40,6200.198443,1343.4525,4057.9685,9493.75025,29287.081,0.013086078,0.003425297,0.009220938,0.021016154,0.059776338,72.53601213,7.25,36,109,375,110.1560853,-1031.48775,-500.87,1043.23975,-1367.067,20212.25,-0.046678158,-0.028653561
13,23060.88596,31014.775,0.743545164,121.2835861,604,0.367702805,0.653333333,1813.788105,-862.9666439,15.62796209,1319,0.385898408,1319,0.349507202,-1.222273028,1.525398029,1,1,2,7,2.102350265,0,1,3,40,6229.361651,1343.054,3864.8745,9595.0795,31014.775,0.012473087,0.003168591,0.008358458,0.020482744,0.061913123,95.83017437,7,34,131,604,121.2835861,-1026.081,-491.365,1102.5,-1519.283,20212.25,-0.048985782,-0.027824372
14,21612.65779,32487.829,0.665253987,113.666953,691,0.36884003,0.646666667,1822.408013,-884.8946396,15.62796209,1319,0.387414708,1319,0.350265353,-1.203518179,1.556482183,1,1,2,7,2.138741471,0,1,3,40,7046.604573,1518.7935,4449.422,10736.449,32487.829,0.014256392,0.003800918,0.009808075,0.023275649,0.067273202,111.7304776,9,43,152,691,113.666953,-1025.20375,-489.91,1115.71725,-1619.283,20212.25,-0.049842758,-0.027237728
15,21099.86147,31200.999,0.676255958,110.9700152,689,0.370356331,0.64,1834.506967,-902.8142125,15.62796209,1319,0.389689158,1319,0.351023503,-1.195214655,1.582638362,1,1,2,7,2.188400303,0,1,3,40,7067.408064,1555.8785,4611.0925,10986.7445,31200.999,0.01472987,0.003852645,0.010711885,0.0237495,0.07214349,106.5382866,10,42,145,689,110.9700152,-1022.37275,-486.5,1122.2425,-1667.067,20212.25,-0.053429924,-0.028935426
16,21527.44182,32288.436,0.666722966,113.2187786,607,0.372251706,0.633333333,1850.463671,-916.9590501,15.62796209,1319,0.390447309,1319,0.354056103,-1.196690318,1.614859742,1,1,2,7,2.239196361,0,1,3,40,7248.532734,1618.49675,4667.3635,11394.824,32288.436,0.015080241,0.00385161,0.010359525,0.024165144,0.076379414,96.94541319,9,41,138,607,113.2187786,-1018.90875,-485,1139.0225,-1760.54,20212.25,-0.054525403,-0.028398992
17,22388.36077,30940.089,0.723603632,117.7465898,690,0.373768006,0.626666667,1871.108494,-928.7514958,15.62796209,1319,0.390447309,1319,0.357088704,-1.202448032,1.648597422,1,1,2,7,2.284685368,0,1,3,40,7009.845759,1532.008,4475.544,10543.01325,30940.089,0.014855252,0.003679671,0.009953948,0.02348347,0.080255864,100.7251706,9,38.5,135,690,117.7465898,-1015.43575,-483,1149,-1860.54,20212.25,-0.060133634,-0.030017738
18,22789.79684,32240.089,0.706877603,119.8578533,851,0.375284306,0.633333333,1880.996662,-938.1078143,15.62796209,1319,0.391963609,1319,0.358605004,-1.2045179,1.6671721,1,1,2,7,2.317664898,0,1,3,40,7521.816633,1538.1735,4581.2665,11141.3005,32240.089,0.015726464,0.003697915,0.010058889,0.024419763,0.082346178,122.085671,9,42,139,851,119.8578533,-1011.2635,-481.081,1160.7095,-1960.54,20212.25,-0.060810626,-0.029097557
19,22868.04523,36372.973,0.628709818,120.2693832,1227,0.376421531,0.633333333,1887.642241,-946.600676,15.62796209,1319,0.394238059,1319,0.358605004,-1.203749787,1.684230478,1,1,3,7,2.346474602,0,1,3,40,8127.798958,1538.1735,4903.8785,11753.56075,36372.973,0.016819302,0.00371958,0.010708408,0.025746255,0.085914546,201.1569371,9,44,194,1227,120.2693832,-1007.81425,-479.5,1162.09,-2086.648,20212.25,-0.05736809,-0.026024837
20,22188.87667,36131.127,0.614120801,116.6974477,1227,0.376800607,0.642384106,1889.420825,-955.1316502,15.62796209,1319,0.394238059,1319,0.359363154,-1.19605192,1.691053829,1,1,3,7,2.356709629,0,1,3,40,8262.965845,1623.204,4989.5155,12041.65575,36131.127,0.017352231,0.003888571,0.011180929,0.026016297,0.089076614,214.131539,10,56.5,262,1227,116.6974477,-1007.527,-479,1162.4275,-2154.013,20212.25,-0.059616546,-0.026435147
21,23770.76324,37630.587,0.631687283,125.0170273,854,0.378695982,0.662251656,1904.335815,-959.5097993,15.62796209,1319,0.394238059,1319,0.363153904,-1.209708286,1.722896133,1,2,3,7,2.409780136,0,1,3,73,8213.077747,1601.552,5099.101,12011.60375,37630.587,0.017145863,0.003813323,0.011383675,0.024819428,0.09198924,131.6357089,9,45,176,854,125.0170273,-1004.4325,-476.1735,1179.0225,-2254.013,20212.25,-0.059898428,-0.025498135
22,23662.13581,39059.443,0.605798086,124.4457255,1243,0.379075057,0.662251656,1909.957909,-965.6105525,15.62796209,1319,0.394996209,1319,0.363153904,-1.207557712,1.750947688,1,2,3,7,2.454890068,0,1,3,73,9160.006603,1754.03025,6041.6865,13564.80825,39059.443,0.018998766,0.004119686,0.013707996,0.028059758,0.093942787,221.93442,11,60,272.75,1243,124.4457255,-1002.75,-475.41,1181.5675,-2438.864,20212.25,-0.062439805,-0.024721565
23,23514.4177,37563.81,0.625985961,123.6688351,854,0.379454132,0.662251656,1913.818451,-970.9797691,15.62796209,1319,0.395754359,1319,0.363153904,-1.205246708,1.755117513,1,2,3,7,2.459818044,0,1,3,73,8198.963097,1684.5455,5483.851,12249.6655,37563.81,0.017530428,0.004012837,0.011831145,0.026553662,0.097022437,132.7922669,10,51,178,854,123.6688351,-1001.92225,-474.5,1183.12725,-2538.864,20212.25,-0.067588032,-0.02584881
24,23456.47006,39191.27,0.59851263,123.3640724,769,0.379833207,0.662251656,1917.343435,-975.393459,15.62796209,1319,0.395754359,1319,0.363912055,-1.203939031,1.764215315,1,2,3,7,2.476497346,0,1,3,73,7832.546064,1620.3245,5197.577,12119.07525,39191.27,0.017077109,0.003821902,0.011320931,0.02640624,0.101388206,118.9632297,10,45,160,769,123.3640724,-1001.662,-473.415,1184.07075,-2554.013,20212.25,-0.065167906,-0.024888029
25,23495.07948,40866.121,0.574928055,123.56713,776,0.380212282,0.655629139,1921.181416,-979.1895235,15.62796209,1319,0.395754359,1319,0.364670205,-1.203607249,1.771796816,1,2,3,7,2.489385898,0,1,3,73,8228.653702,1636.5435,5366.3585,13187.603,40866.121,0.017906817,0.003863873,0.01169757,0.027707571,0.105803502,124.7562547,10,51,172.75,776,123.56713,-1001.36825,-471.915,1185.17225,-2686.648,20212.25,-0.065742672,-0.023960912
26,23666.48742,39745.831,0.595445782,124.4686118,856,0.380591357,0.655629139,1925.698596,-982.2846952,15.62796209,1319,0.396512509,1319,0.364670205,-1.204571537,1.785443518,1,2,3,8,2.506065201,0,1,3,73,7748.576386,1662.77375,5260.412,11315.037,39745.831,0.016454806,0.00391072,0.011635229,0.024097832,0.103013204,133.2945413,10,52,178,856,124.4686118,-1000.6175,-470.5,1186.1825,-2786.648,20212.25,-0.070111706,-0.024714157
27,24046.46791,40386.121,0.59541415,126.4670345,856,0.380970432,0.655629139,1931.847302,-984.6212505,15.62796209,1319,0.396512509,1319,0.365428355,-1.207489793,1.800985595,1,2,3,8,2.525777104,0,1,3,73,7922.72018,1663.41975,5436.934,11714.2305,40386.121,0.016725287,0.0039502,0.011756899,0.024450449,0.104751441,139.1940864,10,52,202,856,126.4670345,-1000.21,-469.5,1189.10475,-2886.648,20212.25,-0.071476238,-0.024380189
28,23652.11258,41142.648,0.574880659,124.3930106,859,0.380970432,0.655629139,1931.847302,-987.9716944,15.62796209,1319,0.396512509,1319,0.365428355,-1.203394911,1.801743745,1,2,3,8,2.526156179,0,1,3,73,8205.162227,1677.10925,5707.272,12451.5015,41142.648,0.017359321,0.004013191,0.01225082,0.025334321,0.106757986,143.6326763,10,59.5,206,859,124.3930106,-1000.21,-469.5,1189.10475,-2964.648,20212.25,-0.072057783,-0.024013323
29,24154.99984,41960.134,0.57566546,127.037834,928,0.381349507,0.649006623,1939.486122,-990.194383,15.62796209,1319,0.39727066,1319,0.365428355,-1.207380186,1.810841547,1,2,3,8,2.539802881,0,1,3,73,8455.696936,1679.998,5832.102,12981.00725,41960.134,0.0178916,0.003993556,0.012749772,0.026525248,0.108907479,153.0416983,10,59.5,201,928,127.037834,-999.9325,-468.955,1190,-3073.594,20212.25,-0.073250338,-0.023598456
30,23832.49884,42610.134,0.559315276,125.3417119,928,0.381349507,0.642384106,1939.486122,-992.9360312,15.62796209,1319,0.39727066,1319,0.365428355,-1.204046424,1.811978772,1,2,3,8,2.542835481,0,1,3,73,8714.765831,1692.19275,5927.891,13413.29525,42610.134,0.018467911,0.004042194,0.013218264,0.02753489,0.110623265,153.1963609,10,60,201.75,928,125.3417119,-999.9325,-468.955,1190,-3173.594,20212.25,-0.074479794,-0.023302814
