lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利,,
1,-1857.296048,33733.959,-0.055057162,-9.766105383,2712,0.10045489,0.410596026,1056.761777,-128.8684606,15.63104879,1319,0.102350265,1319,0.098559515,-0.915753509,0.077710387,0,0,0,4,0.193707354,0,0,0,14,10500.59348,3033.79225,9416.383,15557.8175,33733.959,0.034130733,0.010060678,0.030575554,0.050517155,0.109536164,957.9768764,183,639,1726.75,2712,-9.766105383,-130,-130,-130,-169.162,6006.72,-0.005014591,-0.00382014
2,1640.112541,30461.41,0.053842305,8.624102729,1153,0.16793025,0.470198675,1175.452555,-226.8679267,15.63104879,1319,0.183472328,1319,0.152388173,-1.045685784,0.211523882,0,0,0,5,0.406747536,0,0,0,14,9761.535773,2208.196,9018.94,15913.483,30461.41,0.029737027,0.007000008,0.027537635,0.047897893,0.094637628,365.8324488,74,260,634,1153,8.624102729,-230,-230,-217.91,-282.216,9375.422,-0.009264706,-0.007447716
3,4429.587816,31279.442,0.14161339,23.29642911,1087,0.219863533,0.513333333,1246.505529,-321.4369422,15.62796209,1319,0.237300986,1319,0.20242608,-1.092901556,0.346095527,0,0,1,6,0.578468537,0,0,0,15,7804.710546,1805.866,5450.9425,12556.0135,31279.442,0.022576586,0.00552496,0.01571197,0.035555939,0.093202797,301.5644428,32.25,211,521.75,1087,23.29642911,-330,-330,-237.91,-382.216,9375.422,-0.0122194,-0.0102763
4,6772.679152,28731.132,0.235726151,35.61939538,1444,0.261561789,0.516556291,1295.524612,-410.6509328,15.62796209,1319,0.279757392,1319,0.243366187,-1.117462589,0.513267627,0,0,1,6,0.760045489,0,0,1,20,6701.536291,1528.712,4523.2025,11147.223,28731.132,0.017830437,0.004459011,0.012112977,0.029295967,0.073023618,302.9067475,20,94,433,1444,35.61939538,-430,-430,292.36825,-560.54,10009.257,-0.019509847,-0.014292891
5,10223.103,27845.284,0.367139477,53.76613002,515,0.292645944,0.549668874,1374.333567,-492.5779544,15.62796209,1319,0.311599697,1319,0.273692191,-1.154311026,0.647081122,0,0,1,7,0.905231236,0,0,1,24,6101.689804,1565.742,4198.71,9228.19775,27845.284,0.015336081,0.004434594,0.01130373,0.023171669,0.062685249,110.272934,13,61,166,515,53.76613002,-530,-517.91,520.8,-660.54,10728.63,-0.023721791,-0.017689816
6,9873.238828,29466.652,0.335064833,51.92609742,857,0.312357847,0.569536424,1412.153104,-565.9498969,15.62796209,1319,0.33358605,1319,0.291129644,-1.133427456,0.788855193,0,0,1,7,1.036391205,0,0,1,24,6191.036327,1713.4905,4382.2155,9447.72125,29466.652,0.015597832,0.004823576,0.011784914,0.023887279,0.067814299,135.3529189,14,58,147,857,51.92609742,-630,-577.455,653.55,-760.54,10728.63,-0.025810194,-0.019206454
7,11762.78206,21491.125,0.547332076,61.86372858,364,0.33206975,0.59602649,1454.383628,-630.444689,15.62796209,1319,0.354814253,1319,0.309325246,-1.146912243,0.899166035,0,1,1,7,1.169825625,0,0,1,24,5394.656208,1606.429,4415.326,7969.30175,21491.125,0.01365042,0.004567489,0.011460007,0.020244949,0.053672321,78.80060652,11,45,119,364,61.86372858,-730,-554.41,749.79,-860.54,10728.63,-0.040041645,-0.029335118
8,13382.97907,26494.781,0.505117558,70.3847934,437,0.345337377,0.62,1505.29526,-686.5367093,15.62796209,1319,0.365428355,1319,0.325246399,-1.156602081,1.023502654,0,1,2,7,1.327899924,0,0,2,33,5715.47993,1623.35025,4401.823,8768.96125,26494.781,0.013769933,0.00426513,0.011072756,0.020718159,0.059210237,80.38324488,11,39,112,437,70.3847934,-830,-534.054,824.55,-960.54,18206.16,-0.036253932,-0.025912149
9,12963.20147,25242.061,0.513555588,68.17706672,513,0.355193328,0.62,1526.65025,-735.2264444,15.62796209,1319,0.371493556,1319,0.338893101,-1.143809531,1.127748294,0,1,2,7,1.435936315,0,0,2,33,6453.358157,1550.6065,4866.483,10072.0055,25242.061,0.015681171,0.004170588,0.01205412,0.024660379,0.066836931,82.62736922,9,40,115,513,68.17706672,-917.91,-520,894.945,-1067.067,18206.16,-0.042273371,-0.029127037
10,16385.73374,31005.058,0.528485828,86.17711183,501,0.368460955,0.629139073,1563.223855,-775.5812521,15.62796209,1319,0.383623958,1319,0.353297953,-1.175939935,1.229340409,0,1,2,7,1.574677786,0,0,2,39,6531.547371,1482.7295,4429.4085,10235.08,31005.058,0.014925398,0.003869397,0.010819604,0.023628746,0.064086601,87.50379075,9,41,123,501,86.17711183,-993.73,-495.7635,960,-1180.121,18206.16,-0.038062209,-0.025014669
