lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利,,
11,18231.34226,27396.222,0.665469212,95.88367817,495,0.376800607,0.633333333,1593.509844,-809.615354,15.62796209,1319,0.391963609,1319,0.361637604,-1.190037333,1.291508719,0,1,2,7,1.673237301,0,0,2,39,6152.164859,1361.42975,4058.936,9418.74025,27396.222,0.013588881,0.00354059,0.009451666,0.021621369,0.064311433,85.86959818,8,39,118,495,95.88367817,-1021.696,-482.69,1025.7675,-1247.486,18206.16,-0.045534965,-0.02955208
12,18955.73363,27839.068,0.680904031,99.69345299,447,0.382486732,0.64,1613.813991,-838.1503917,15.62796209,1319,0.396512509,1319,0.368460955,-1.192618676,1.349507202,0,1,2,7,1.750568613,0,0,2,39,5988.244833,1322.84025,3929.231,8947.488,27839.068,0.013050327,0.003530846,0.008954985,0.020987971,0.057866927,73.10159212,8,32,105,447,99.69345299,-1017.54375,-472.5,1051.1025,-1367.067,18206.16,-0.049106062,-0.030106985
13,21463.67169,29647.144,0.723970973,112.8833939,492,0.388172858,0.646666667,1648.089148,-861.1257094,15.62796209,1319,0.40181956,1319,0.374526156,-1.214256874,1.390447309,0,1,2,7,1.831690675,0,0,2,39,6103.287125,1351.8525,3986.323,8815.65325,29647.144,0.012487528,0.003491501,0.00860065,0.019935786,0.055158978,77.55724033,8,33,108,492,112.8833939,-1005.45375,-458,1075.9865,-1519.283,18206.16,-0.05124551,-0.029045823
14,20306.84246,31312.144,0.648529288,106.7993086,499,0.389689158,0.633333333,1656.441462,-882.6616441,15.62796209,1319,0.404094011,1319,0.375284306,-1.198254522,1.419257013,0,1,2,7,1.86353298,0,0,2.75,39,6375.216293,1473.7205,4290.6825,9065.83,31312.144,0.013274093,0.003899224,0.009600694,0.020803801,0.059811774,81.31122062,9,39,114,499,106.7993086,-1001.92225,-456.527,1082.0925,-1619.283,18206.16,-0.051714217,-0.028189116
15,20423.2286,29836.672,0.684500892,107.4114155,394,0.391584534,0.626666667,1673.258909,-900.3894947,15.62796209,1319,0.407126611,1319,0.376042456,-1.196073894,1.441243366,0,1,2,7,1.903714936,0,0,3,39,6145.291088,1481.64,4315.63,9130.5175,29836.672,0.013171695,0.003693321,0.009847154,0.020633695,0.064416209,69.44503412,9,37,107.75,394,107.4114155,-999.9325,-453,1091.45475,-1667.067,18206.16,-0.055873088,-0.030177276
16,20729.09528,30924.109,0.670321505,109.0200531,403,0.393479909,0.626666667,1686.692504,-914.4949494,15.62796209,1319,0.407884761,1319,0.379075057,-1.196553095,1.473464746,1,1,2,7,1.952994693,0,0,3,39,6305.603489,1505.8095,4346.774,9395.7435,30924.109,0.013528255,0.003691762,0.009799183,0.021225355,0.068264614,67.92039424,9,36,103,403,109.0200531,-994.5,-449.3405,1097.30475,-1734.432,18206.16,-0.056086725,-0.029572233
17,21857.10861,27898.012,0.783464736,114.9525876,313,0.395375284,0.64,1706.738493,-925.9456564,15.62796209,1319,0.408642911,1319,0.382107657,-1.205327612,1.503411676,1,1,2,7,1.990902199,0,0,3,39,5719.074254,1415.70125,4041.7595,9059.75175,27898.012,0.012643075,0.003411672,0.008964886,0.019460816,0.071628958,62.30629265,8.25,34,97,313,114.9525876,-991.14525,-444.2905,1107.6675,-1834.432,18206.16,-0.065754936,-0.033190381
18,22184.11754,28223.187,0.786024539,116.6724181,313,0.396891585,0.64,1715.061479,-935.1901502,15.62796209,1319,0.410159212,1319,0.383623958,-1.206858269,1.521986353,1,1,2,7,2.023881729,0,1,3,39,5775.792787,1425.8775,4039.561,8859.9295,28223.187,0.012765825,0.003416806,0.008885372,0.018976987,0.073459402,60.10045489,8,33,93,313,116.6724181,-986.6825,-442.3175,1110.69,-1934.432,18206.16,-0.068540523,-0.033135526
19,22229.73706,29323.187,0.758094168,116.9123438,356,0.39802881,0.633333333,1720.697731,-943.5250976,15.62796209,1319,0.412433662,1319,0.383623958,-1.205840678,1.538665656,1,1,2,7,2.051933283,0,1,3,40,5757.521761,1449.69925,4109.051,8856.32825,29323.187,0.012770121,0.003473761,0.009080925,0.019151662,0.076527648,63.17816528,8,33.5,97,356,116.9123438,-983.696,-439.7635,1117.44,-2034.432,18206.16,-0.069379635,-0.032176758
20,21179.93183,30261.097,0.69990628,111.3911274,384,0.39802881,0.626666667,1720.697731,-952.6969924,15.62796209,1319,0.412433662,1319,0.383623958,-1.194231694,1.543214556,1,1,2,7,2.057240334,0,1,3,40,6073.417767,1530.20275,4386.134,9137.19025,30261.097,0.013604647,0.003728928,0.009681156,0.020401701,0.079153058,69.6429113,9,39,111.75,384,111.3911274,-983.696,-439.7635,1117.44,-2134.432,18206.16,-0.070533861,-0.031482566
21,22625.53171,31667.641,0.714468492,118.9939375,384,0.399924185,0.633333333,1733.259677,-956.8433051,15.62796209,1319,0.412433662,1319,0.387414708,-1.207242055,1.575056861,1,1,2,7,2.108794541,0,1,3,73,6056.756595,1470.31475,4188.844,9100.595,31667.641,0.013426874,0.003594304,0.009426153,0.019532651,0.083000546,67.13608795,8,35,99,384,118.9939375,-978.37275,-434.32,1131,-2234.432,18206.16,-0.07055884,-0.030215175
22,22504.55309,33429.571,0.673192997,118.3576774,384,0.40030326,0.633333333,1738.015179,-962.7790619,15.62796209,1319,0.413191812,1319,0.387414708,-1.204992565,1.602350265,1,1,2,7,2.153146323,0,1,3,73,6255.9713,1479.51975,4290.2775,9300.559,33429.571,0.013860077,0.003663891,0.009716675,0.020135462,0.087779364,67.62547384,8,35,101,384,118.3576774,-977.56425,-433.392,1131,-2438.864,18206.16,-0.072955289,-0.028800222
23,22358.37744,35217.481,0.634865891,117.5888992,385,0.400682335,0.626666667,1741.289299,-967.9590595,15.62796209,1319,0.413949962,1319,0.387414708,-1.202699304,1.606520091,1,1,2,7,2.158074299,0,1,3,73,6412.609211,1548.32275,4370.661,9470.872,35217.481,0.014249946,0.003803657,0.009887268,0.0205118,0.092595626,71.78278999,9,38,112,385,117.5888992,-976.35025,-431.527,1132.17375,-2538.864,18206.16,-0.072091016,-0.027485187
24,22294.13023,36844.941,0.605079819,117.2510053,392,0.40106141,0.633333333,1744.235578,-972.2108165,15.62796209,1319,0.413949962,1319,0.388172858,-1.201360291,1.615617892,1,1,2,7,2.174753601,0,1,3,73,6585.847037,1603.50025,4505.4195,9665.05425,36844.941,0.014701057,0.003869397,0.010171053,0.020969149,0.097007151,85.40864291,9,45,139,392,117.2510053,-975.615,-430,1132.74125,-2554.013,18206.16,-0.069317875,-0.026386548
25,22326.71398,36817.702,0.60641248,117.4223723,392,0.401440485,0.626666667,1747.482984,-975.8228385,15.62796209,1319,0.413949962,1319,0.388931008,-1.201035398,1.623199393,1,1,2,7,2.187642153,0,1,3,73,6862.143236,1636.42075,4880.789,9984.3835,36817.702,0.015319704,0.003968274,0.01082046,0.021537344,0.097012364,85.88097043,9.25,45,139.75,392,117.4223723,-975,-430,1133.30475,-2686.648,18206.16,-0.072971637,-0.026504176
26,22482.55319,35597.412,0.631578307,118.2419738,397,0.40181956,0.62,1751.344255,-978.7722326,15.62796209,1319,0.414708112,1319,0.388931008,-1.201956494,1.636846096,1,1,2,8,2.204321456,0,1,3,73,6611.828991,1555.47875,4559.541,10043.733,35597.412,0.014527191,0.003783574,0.010149014,0.021404063,0.093899173,74.69787718,9,41,118,397,118.2419738,-974.89525,-430,1135.66825,-2786.648,18206.16,-0.07828232,-0.027495601
27,22816.63998,36137.702,0.63138049,119.9990288,397,0.402198635,0.626666667,1756.59493,-981.0968821,15.62796209,1319,0.414708112,1319,0.389689158,-1.204601557,1.644048522,1,1,2,8,2.213040182,0,1,3,73,6728.167657,1597.45675,4620.0955,10259.67,36137.702,0.014691784,0.003820558,0.010196672,0.021761846,0.09539733,74.79492039,9,41,119,397,119.9990288,-974.41325,-430,1139.1,-2886.648,18206.16,-0.079879125,-0.027148845
28,22451.11562,36794.229,0.610180352,118.076635,397,0.402198635,0.626666667,1756.59493,-984.3126557,15.62796209,1319,0.414708112,1319,0.389689158,-1.200666094,1.644806672,1,1,2,8,2.213419257,0,1,3,73,6895.889065,1619.19225,4682.2765,10525.18225,36794.229,0.01508131,0.003957683,0.010464158,0.022482516,0.097171492,83.22554966,10,46,135,397,118.076635,-974.41325,-430,1139.1,-2964.648,18206.16,-0.080573723,-0.026751822
29,22915.91861,37511.715,0.610900318,120.5211626,395,0.40257771,0.626666667,1763.12179,-986.3581942,15.62796209,1319,0.415466262,1319,0.389689158,-1.204525392,1.653904473,1,1,2,8,2.225928734,0,1,3,73,6783.211962,1570.24125,4559.541,10368.627,37511.715,0.014914973,0.003855129,0.010088388,0.022467558,0.099092502,75.32486732,9,39,122,395,120.5211626,-973.4325,-429.455,1140,-3073.594,18206.16,-0.08193691,-0.026294671
30,22622.24858,38061.715,0.594357048,118.9766706,395,0.40257771,0.626666667,1763.12179,-988.9434543,15.62796209,1319,0.415466262,1319,0.389689158,-1.201376565,1.655041698,1,1,2,8,2.228961334,0,1,3,73,6943.750922,1599.7575,4636.745,10613.95275,38061.715,0.015280082,0.00391719,0.010223888,0.02309494,0.100571972,76.73351024,9,41,123,395,118.9766706,-973.4325,-429.455,1140,-3173.594,18206.16,-0.083380216,-0.02598263
