lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利,,
1,-2248.400505,38615.836,-0.05822483,-11.82262585,2713,0.10272934,0.390728477,1010.858627,-128.9103401,15.63104879,1319,0.104624716,1319,0.100833965,-0.897787803,0.067854435,0,0,0,3,0.170583776,0,0,0,14,11453.80333,3252.6235,9725.3325,16499.84925,38615.836,0.037298883,0.010714896,0.03163453,0.053670657,0.125609468,958.2782411,192,637,1726.75,2713,-11.82262585,-130,-130,-130,-169.162,5676.72,-0.004380638,-0.003338277
2,1369.687119,30995.922,0.044189268,7.202141395,1536,0.173616376,0.490066225,1121.430269,-226.8879881,15.63104879,1319,0.188779378,1319,0.158453374,-1.038412134,0.193328279,0,0,0,4,0.365428355,0,0,0,14,10162.9789,2262.254,8557.5035,17666.87725,30995.922,0.030722037,0.007161366,0.025961798,0.053355559,0.0917218,435.3362396,61,263,748.25,1536,7.202141395,-230,-230,-217.91,-275.689,8847.822,-0.008894364,-0.00731993
3,3535.628,25920.671,0.13640187,18.59484685,1544,0.225928734,0.506666667,1183.802503,-321.495145,15.62796209,1319,0.242608036,1319,0.209249431,-1.074720065,0.324488249,0,0,0,5,0.53146323,0,0,0,15,8393.296843,2099.27625,6718.4305,14121.277,25920.671,0.024291339,0.006527896,0.019949098,0.040684317,0.077916605,402.2175891,44,228,665,1544,18.59484685,-330,-330,-214.42925,-382.216,8847.822,-0.014745606,-0.012403041
4,6240.350077,32399.177,0.19260829,32.81972934,1548,0.26990144,0.546666667,1232.677855,-410.7415301,15.62796209,1319,0.286580743,1319,0.253222138,-1.109442218,0.476497346,0,0,1,5,0.693328279,0,0,0,19,7482.477865,1694.7545,5402.8195,11749.762,32399.177,0.019834938,0.005033885,0.014417548,0.031211783,0.082826889,334.6478393,20,100.5,543.75,1548,32.81972934,-430,-430,361,-560.54,9461.311,-0.017301057,-0.01267753
5,9249.508246,26718.747,0.346180464,48.64572555,518,0.30136467,0.59602649,1303.733932,-492.7515203,15.62796209,1319,0.318423048,1319,0.284306293,-1.141307811,0.607657316,0,0,1,6,0.8313116,0,0,1,19,6091.109192,1592.8175,4035.6285,9645.9755,26718.747,0.015417975,0.0047437,0.011102786,0.023905446,0.061875018,112.5871873,15,69,176,518,48.64572555,-530,-517.91,531,-660.54,10135.63,-0.024721968,-0.018442164
6,8946.097239,30318.491,0.295070663,47.05000303,1459,0.321834723,0.602649007,1339.051563,-566.0910391,15.62796209,1319,0.340409401,1319,0.303260045,-1.122556917,0.742987111,0,0,1,6,0.952615618,0,0,1,19,6638.054046,1897.491,4887.9685,9472.6595,30318.491,0.016962126,0.005782922,0.013118684,0.024424017,0.071687612,294.7456406,17,81.5,446,1459,47.05000303,-630,-568.73,655.87225,-760.54,10135.63,-0.025085022,-0.018671478
7,11377.41024,23233.987,0.489688242,59.83695148,859,0.342683851,0.602649007,1384.02539,-630.5127307,15.62796209,1319,0.363153904,1319,0.322213798,-1.144378092,0.846853677,0,1,1,6,1.073161486,0,0,1,19,5867.661232,1795.81625,5027.055,8877.25125,23233.987,0.014839584,0.004994955,0.013082489,0.022969343,0.052535526,152.3256255,12,66,202,859,59.83695148,-730,-542.054,747.3725,-860.54,10135.63,-0.037037982,-0.027137518
8,13153.90517,23202.812,0.566909958,69.18003033,500,0.356709629,0.622516556,1431.545408,-686.2624095,15.62796209,1319,0.373768006,1319,0.339651251,-1.156705228,0.96626232,0,1,2,6,1.221758908,0,0,2,28,5600.319318,1636.29225,4558.831,8729.751,23202.812,0.013624725,0.004308218,0.011421821,0.020973587,0.051557653,86.13078089,10,41,125,500,69.18003033,-830,-520,836.119,-960.54,17209.16,-0.041397569,-0.029576691
9,12608.48518,24257.494,0.519776906,66.31151554,620,0.36656558,0.61589404,1450.706148,-734.8312789,15.62796209,1319,0.379833207,1319,0.353297953,-1.142462205,1.06671721,0,1,2,6,1.325625474,0,0,2,31,6663.968282,1692.6285,4909.1915,10231.71375,24257.494,0.016248575,0.00452479,0.01229701,0.025327637,0.059034105,100.8650493,12,46,135,620,66.31151554,-917.91,-502.5,879.5,-1067.067,17209.16,-0.043989169,-0.030292959
10,15768.10804,31001.631,0.508621887,82.92884723,621,0.379833207,0.622516556,1483.933516,-775.1436944,15.62796209,1319,0.391963609,1319,0.367702805,-1.172510249,1.167551175,0,1,2,7,1.463229719,0,0,2,39,6894.778583,1737.47875,4962.419,10491.5035,31001.631,0.015886465,0.004527895,0.011892617,0.025581248,0.065023609,106.2346475,11,48,141,621,82.92884723,-993.5475,-481.081,969.2225,-1180.121,17209.16,-0.038066417,-0.02500332
11,17858.69657,27325.535,0.65355341,93.92383131,619,0.388551933,0.662251656,1514.730163,-808.9444203,15.62796209,1319,0.40106141,1319,0.376042456,-1.189888009,1.227824109,0,1,2,7,1.555344958,0,0,2,39,6412.153149,1553.562,4478.2685,9843.89625,27325.535,0.01421011,0.004017422,0.010296447,0.023719965,0.05464788,105.3495072,9,44.5,140,619,93.92383131,-1011.356,-461.1555,1003.8575,-1227.905,17209.16,-0.044936174,-0.029603974
12,18772.40113,27871.808,0.673526494,98.72925663,494,0.394617134,0.673333333,1534.099335,-836.9127295,15.62796209,1319,0.405610311,1319,0.383623958,-1.194865775,1.283927218,0,1,2,7,1.628885519,0,0,2,39,5983.72756,1402.942,3934.4915,8826.87825,27871.808,0.013123908,0.003705132,0.009456323,0.020852742,0.050666035,80.08984079,8,34,106.75,494,98.72925663,-1002.75,-450,1027.2325,-1327.905,17209.16,-0.047643303,-0.030027214
13,21402.68274,29733.61,0.719814471,112.5626361,501,0.400682335,0.686666667,1565.999515,-859.1532277,15.62796209,1319,0.410917362,1319,0.390447309,-1.218608251,1.320697498,0,1,2,7,1.69863533,0,0,2,39,6242.121564,1375.4005,3946.92,9334.28025,29733.61,0.012856286,0.003562988,0.009210768,0.020421364,0.05040503,81.35898408,7.25,34,110,501,112.5626361,-991.608,-437.554,1053.09,-1447.486,17209.16,-0.048681812,-0.028895019
14,20267.94719,31298.61,0.647567007,106.5947475,502,0.402198635,0.66,1573.606995,-880.4058833,15.62796209,1319,0.413191812,1319,0.391205459,-1.20253308,1.349507202,0,1,2,7,1.729340409,0,0,2,39,6423.866687,1454.09725,4112.741,9700.07725,31298.61,0.013467146,0.003784182,0.009717213,0.021303343,0.054272067,80.35936315,9,39,113,502,106.5947475,-988.7095,-433.392,1058.9925,-1547.486,17209.16,-0.049442643,-0.028129233
15,20062.49255,32611.61,0.61519479,105.5142047,500,0.403714936,0.66,1587.905082,-898.1388684,15.62796209,1319,0.415466262,1319,0.391963609,-1.197021448,1.36959818,0,1,2,7,1.764973465,0,0,2,39,6300.49047,1554.36275,4343.491,9277.21825,32611.61,0.013513341,0.00404399,0.009952831,0.020762842,0.057239362,91.23426839,10,51,141,500,105.5142047,-985.12275,-430,1066.5,-1627.905,17209.16,-0.049917959,-0.027540464
16,19981.94367,33699.047,0.592952782,105.0905758,502,0.405231236,0.653333333,1598.785146,-912.6019006,15.62796209,1319,0.416224412,1319,0.394238059,-1.193612882,1.401440485,0,1,2,7,1.811978772,0,0,2,39,6440.00923,1630,4488.5685,9609.16175,33699.047,0.013915861,0.003987514,0.010246306,0.021155411,0.059121704,85.06671721,9,45,131.75,502,105.0905758,-981.65875,-427.46,1070.81825,-1734.432,17209.16,-0.05146828,-0.027080941
17,21029.67775,23888.81,0.880314999,110.6008995,359,0.407126611,0.66,1617.159179,-923.9538267,15.62796209,1319,0.416982563,1319,0.39727066,-1.201904702,1.431387415,0,1,2,7,1.849128127,0,0,3,39,5679.321197,1555.20125,4205.578,9357.59575,23888.81,0.012723676,0.003728727,0.009610179,0.020481748,0.059788565,74.12547384,9,40,119,359,110.6008995,-975.615,-422.608,1085.83575,-1834.432,17209.16,-0.07679043,-0.038677265
18,21662.33793,24535.862,0.882884731,113.9282346,357,0.409021986,0.653333333,1626.023619,-932.6085965,15.62796209,1319,0.419257013,1319,0.39878696,-1.206709592,1.448066717,1,1,2,7,1.878316907,0,0,3,39,5550.788618,1517.0755,4208.352,9068.89375,24535.862,0.012329688,0.003628253,0.009638315,0.019575196,0.061605796,67.57922669,8,34,108,357,113.9282346,-971.5,-420,1094.04375,-1934.432,17209.16,-0.078841004,-0.03801002
19,21691.69175,25072.81,0.865148013,114.0826145,345,0.410159212,0.64,1631.161798,-940.85291,15.62796209,1319,0.421531463,1319,0.39878696,-1.205571513,1.46474602,1,1,2,7,1.905989386,0,0,3,40,5607.755575,1533.9735,4229.907,9165.859,25072.81,0.01248916,0.003644112,0.00980867,0.019689455,0.065245851,71.81842305,9,36,119.5,345,114.0826145,-970,-419.7905,1098.62725,-2034.432,17209.16,-0.081140965,-0.037524829
20,20670.71748,25533.81,0.809543013,108.7130281,359,0.410159212,0.646666667,1631.161798,-949.9563605,15.62796209,1319,0.421531463,1319,0.39878696,-1.194018497,1.46929492,1,1,2,7,1.911296437,0,0,3,40,5903.861378,1600.22875,4466.6885,9483.41625,25533.81,0.013297544,0.003956969,0.010445045,0.020887074,0.068163092,81.29226687,10,46,136,359,108.7130281,-970,-419.7905,1098.62725,-2134.432,17209.16,-0.083592382,-0.037203863
21,22061.73817,26429.703,0.834732731,116.0287911,350,0.412054587,0.64,1642.641128,-953.8794036,15.62796209,1319,0.421531463,1319,0.40257771,-1.206887994,1.499620925,1,1,2,7,1.959818044,0,0,3,73,5662.200362,1516.82875,4282.4895,9320.82525,26429.703,0.012738945,0.00370373,0.009982819,0.019711744,0.070823992,74.50265353,8,39,129,350,116.0287911,-964.5,-417.91,1107.5875,-2234.432,17209.16,-0.084542456,-0.036091189
22,21942.66312,26967.453,0.813672063,115.4025425,350,0.412433662,0.64,1646.996678,-959.6777284,15.62796209,1319,0.422289613,1319,0.40257771,-1.20466004,1.526914329,1,1,2,7,2.003790751,0,0,3,73,5875.560155,1522.292,4414.18,9610.91925,26967.453,0.013207187,0.003750619,0.010373345,0.020352413,0.072374637,78.92039424,9,43,137,350,115.4025425,-962.6825,-417.455,1108.8125,-2438.864,17209.16,-0.090437313,-0.035586517
23,21802.77262,28266.663,0.771324603,114.6668196,351,0.412812737,0.64,1649.99389,-964.720643,15.62796209,1319,0.423047763,1319,0.40257771,-1.202422866,1.531084155,1,1,2,7,2.008718726,0,0,3,73,6002.758464,1533.9735,4516.6635,9725.72625,28266.663,0.013542241,0.003790186,0.010470716,0.020630956,0.075942953,74.30477635,9,40,124.75,351,114.6668196,-961.5475,-416.7635,1110.7025,-2538.864,17209.16,-0.089818314,-0.034129272
24,21732.49253,29984.123,0.724800006,114.2971971,352,0.413191812,0.646666667,1652.667981,-968.9225407,15.62796209,1319,0.423047763,1319,0.403335861,-1.201025132,1.540181956,1,1,2,7,2.025398029,0,0,3,73,6092.875614,1532.96725,4481.4395,9865.4345,29984.123,0.013814278,0.00379358,0.010509035,0.020895157,0.080648099,74.67854435,9,40,125,352,114.2971971,-960.75,-416.527,1112.1175,-2554.013,17209.16,-0.085178846,-0.03231452
25,22749.45447,28882.823,0.787646501,119.6456816,352,0.414329037,0.646666667,1660.60416,-970.4951709,15.62796209,1319,0.423805914,1319,0.404852161,-1.210498961,1.544730857,1,1,2,7,2.03449583,0,0,3,73,6013.586681,1527.8405,4537.6295,9891.1915,28882.823,0.013254691,0.003748919,0.010418131,0.020566445,0.076304976,74.48976497,8,40,125,352,119.6456816,-955.525,-414.685,1113.1065,-2686.648,17209.16,-0.093018885,-0.033601119
26,22905.43784,29452.823,0.777699232,120.4660413,358,0.414708112,0.64,1664.143306,-973.305285,15.62796209,1319,0.424564064,1319,0.404852161,-1.211467218,1.558377559,1,1,2,8,2.051175133,0,0,3,73,5892.290345,1525.69075,4412.327,9718.35775,29452.823,0.012836982,0.003706422,0.010191147,0.020265089,0.077854669,74.8100834,9,40.5,125,358,120.4660413,-954.23,-413.5,1115.425,-2786.648,17209.16,-0.094613953,-0.033046248
27,23225.75784,29862.823,0.777748234,122.1506929,358,0.415087187,0.64,1668.93524,-975.5350356,15.62796209,1319,0.424564064,1319,0.405610311,-1.214073017,1.565579985,1,1,2,8,2.059893859,0,0,3,73,5954.290518,1531.999,4442.3175,9822.696,29862.823,0.01291007,0.003707143,0.010272978,0.020401467,0.078980205,75.27786202,9,41,126,358,122.1506929,-952.63175,-413,1118.19375,-2886.648,17209.16,-0.096663601,-0.032667208
28,22874.64896,30112.823,0.759631502,120.3041141,358,0.415087187,0.64,1668.93524,-978.6920512,15.62796209,1319,0.424564064,1319,0.405610311,-1.210156721,1.566338135,1,1,2,8,2.060272934,0,0,3,73,6030.392313,1532.96725,4583.5085,9946.37225,30112.823,0.013119039,0.003715472,0.010433275,0.020729723,0.079675112,75.30932525,9,41,126,358,120.3041141,-952.63175,-413,1118.19375,-2964.648,17209.16,-0.098451347,-0.03250084
29,23315.51505,30312.823,0.769163435,122.6227509,296,0.415466262,0.64,1674.927106,-980.7012263,15.62796209,1319,0.425322214,1319,0.405610311,-1.21390688,1.575435936,1,1,2,8,2.072403336,0,0,3,73,5698.487994,1473.19175,4228.7845,9364.52825,30312.823,0.01254586,0.003534712,0.009568808,0.01981915,0.080225516,70.34571645,8,38,117,296,122.6227509,-951.51025,-413,1122.94125,-3073.594,17209.16,-0.101395835,-0.032352685
30,23029.05276,30512.823,0.7547336,121.1161664,296,0.415466262,0.64,1674.927106,-983.2786388,15.62796209,1319,0.425322214,1319,0.405610311,-1.210724935,1.576573161,1,1,2,8,2.075435936,0,0,3,73,5789.597656,1509.52225,4303.5055,9435.62125,30512.823,0.012778518,0.00360711,0.009780267,0.020092041,0.080776212,73.64101592,9,41,123,296,121.1161664,-951.51025,-413,1122.94125,-3173.594,17209.16,-0.104008534,-0.032225096
